Time(s), Force(N)
16.548943519592285,0.0
16.649739265441895,-0.0002
16.751211881637573,-0.0001
16.8525288105011,-0.0
16.953227519989014,-0.0001
17.05403447151184,-0.0003
17.154752731323242,-0.0002
17.25544500350952,0.0
17.35618305206299,-0.0003
17.457143545150757,-0.0003
17.558221340179443,-0.0
17.658860206604004,0.0
17.759474992752075,0.0001
17.860180854797363,0.0002
17.96089506149292,-0.0001
18.061607122421265,0.0001
18.16227149963379,0.0001
18.262997150421143,0.0
18.363582134246826,-0.0001
18.46429681777954,-0.0
18.564885139465332,0.0001
18.665573358535767,-0.0
18.766270875930786,-0.0
18.866790533065796,0.0002
18.96808099746704,-0.0
19.068724870681763,-0.0002
19.16937804222107,-0.0001
19.270073652267456,-0.0001
19.37074065208435,-0.0
19.471429109573364,-0.0
19.572025299072266,0.0
19.672672271728516,0.0
19.773362636566162,0.0001
19.873931407928467,0.0002
19.974612951278687,0.0002
20.075314044952393,0.0
20.17602825164795,0.0001
20.2766375541687,0.0001
20.377273559570312,0.0001
20.477891206741333,0.0002
20.5785493850708,0.0001
20.67922329902649,0.0002
20.779925107955933,0.0
20.88048815727234,0.0001
20.981104373931885,0.0001
21.08173656463623,0.0001
21.182411909103394,0.0001
21.283098220825195,0.0
21.383726596832275,-0.0001
21.48444104194641,-0.0001
21.585176706314087,-0.0002
21.68578314781189,-0.0
21.786450147628784,0.0
21.887091875076294,0.0001
21.98775291442871,0.0
22.088327646255493,-0.0001
22.18899154663086,-0.0001
22.289655685424805,0.0001
22.390211582183838,0.0002
22.490856409072876,-0.0001
22.59156560897827,-0.0001
22.692311763763428,0.0003
22.792822122573853,0.0002
22.893460750579834,0.0001
22.994150400161743,-0.0
23.094701528549194,0.0001
23.195353984832764,-0.0001
23.296088933944702,-0.0001
23.396726369857788,0.0
23.497397661209106,-0.0002
23.59799814224243,-0.0002
23.69862961769104,-0.0001
23.79917049407959,0.0
23.899794340133667,0.0001
24.000413417816162,0.0
24.101041793823242,0.0
24.20177149772644,-0.0001
24.302428722381592,0.0001
24.403083324432373,0.0001
24.503586769104004,-0.0001
24.604177713394165,0.0001
24.704817295074463,0.0002
24.805513620376587,0.0001
24.90617346763611,0.0001
25.006749391555786,0.0002
